name,model,year,price,color,fuelType,carOrigin,carInsurance,gearType,mirrorType,motorPower,drivenKm,passengers,paymentMethod,saleType,secondHandStatus
فولكسفاجن,جولف,1976,7000,أحمر,بنزين,خصوصي,فلسطينية,عادي,يدوي,1000,1000,5,إمكانية التقسيط ,للبيع أو التبديل ,7
هونداي,اكسنت,2015,60000,أبيضعاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,40000,5,نقدا فقط ,للبيع فقط ,1
فولكسفاجن,GTI,2012,77000,أبيضعاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,,5,نقدا فقط ,للبيع فقط ,1
هونداي,ايونيك,2019,115000,أبيض,هايبرد,خصوصي,فلسطينية,نصفاوتوماتيك,الكتروني,1600,19000,5,إمكانية التقسيط ,للبيع أو التبديل ,
ايسوزو,ديماكس,2005,65000,سكني,ديزل,حكومي,فلسطينية,عادي,الكتروني,3000,190000,5,نقدا فقط ,للبيع فقط ,2
هونداي,اكسنت,2007,32000,رصاصي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,20000,5,نقدا فقط ,للبيع أو التبديل ,4
بيجو,206,2008,20500,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,140000,5,نقدا فقط ,للبيع فقط ,3
هونداي,اكسنت,2016,62000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,25000,5,نقدا فقط ,للبيع فقط ,1
كيا,سيراتو,2020,112000,رمادي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,5,نقدا فقط ,للبيع فقط ,1
سكودا,اوكتافيا,2019,105000,أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,118000,5,إمكانية التقسيط ,للبيع فقط ,1
بي,320,2004,65000,كحلي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,180,5,نقدا فقط ,للبيع أو التبديل ,1
اوبل,استرا,1999,28000,أحمر,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,150000,5,نقدا فقط ,للبيع أو التبديل ,
كيا,سيراتو,2016,77000,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,8550,5,إمكانية التقسيط ,للبيع أو التبديل ,2
كيا,بيكانتو,2018,52000,بيج,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,49000,5,نقدا فقط ,للبيع أو التبديل ,1
بيجو,بارتنر,2005,25000,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1840,,5,نقدا فقط ,للبيع فقط ,3
بيجو,307,2008,30000,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,192000,5,نقدا فقط ,للبيع فقط ,3
هونداي,اكسنت,2007,33000,أخضر,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,1400,1,نقدا فقط ,للبيع أو التبديل ,3
هونداي,توسان,2014,85000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,50000,5,نقدا فقط ,للبيع فقط ,2
سيت,ليون,2016,75000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1200,1200,7,,نقدا فقط ,
هونداي,فيرنا,2005,26500,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,6000,5,نقدا فقط ,للبيع فقط ,2
هونداي,توسان,2014,88000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,6000,5,نقدا فقط ,للبيع فقط ,2
رينو,فلوانس,2010,45000,أصفر,ديزل,عمومي,فلسطينية,عادي,الكتروني,1500,,5,إمكانية التقسيط ,للبيع فقط ,2
كيا,برايد,2013,47000,أزرق,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,135000,5,نقدا فقط ,للبيع فقط ,5
كيا,ريو,2013,35000,أبيضعاجي,ديزل,عمومي,فلسطينية,عادي,الكتروني,1400,1400,5,إمكانية التقسيط ,للبيع فقط ,2
فورد,فوكس,2012,45000,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,97000,5,نقدا فقط ,للبيع أو التبديل ,2
فورد,فيستا,2014,38000,أزرق,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1250,110000,5,نقدا فقط ,للبيع فقط ,3
ستروين,C4,2012,65000,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1006,165,7,نقدا فقط ,للبيع أو التبديل ,4
كيا,سبورتاج,2017,125000,أسودميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,2000,1,نقدا فقط ,للبيع فقط ,2
سكودا,رابيد,2015,56000,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,9000,5,نقدا فقط ,للبيع أو التبديل ,1
هونداي,فيرنا,2006,36500,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,150000,5,نقدا فقط ,للبيع فقط ,3
مازدا,لانتس,1999,370000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,1800,7,نقدا فقط ,للبيع فقط ,1
فيات,بونتو,2008,35000,أسود,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1250,135000,5,نقدا فقط ,للبيع فقط ,2
سكودا,اوكتافيا,2013,80000,أسودميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,2000,5,نقدا فقط ,للبيع فقط ,1
سكودا,فابيا,2017,76000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1200,29000,5,نقدا فقط ,للبيع فقط ,1
فولكسفاجن,باسات,2006,45000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,2000,5,نقدا فقط ,للبيع فقط ,2
فولكسفاجن,كرافيل,2014,87000,برتقالي,ديزل,عمومي,فلسطينية,عادي,الكتروني,2000,300000,8,نقدا فقط ,للبيع فقط ,2
شفروليه,سافانا,1998,35000,أبيض,ديزل,حكومي,فلسطينية,اوتوماتيك,الكتروني,6500,100000,5,نقدا فقط ,للبيع فقط ,3
فولكسفاجن,كادي,2016,95000,فيراني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,2000,7,نقدا فقط ,للبيع أو التبديل ,2
اوبل,كورسا,2014,42000,فيراني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,1400,9,,إمكانية التقسيط ,
اوبل,فيكترا,2000,24000,كحلي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,270000,5,نقدا فقط ,للتبديل فقط ,3
هونداي,توسان,2007,48000,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,150000,5,إمكانية التقسيط ,للبيع فقط ,3
دايو,لانوس,2002,22000,خمري,بنزين,خصوصي,فلسطينية,عادي,يدوي,1500,,5,نقدا فقط ,للبيع أو التبديل ,7
هونداي,اكسنت,2014,47000,رمادي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,90000,5,نقدا فقط ,للتبديل فقط ,2
اوبل,فيكترا,2000,17500,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,1800,5,نقدا فقط ,للبيع فقط ,4
بي,520,2013,130000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,2000,2,,نقدا فقط ,
فولكسفاجن,باسات,2005,27000,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1900,,5,إمكانية التقسيط ,للبيع أو التبديل ,5
هونداي,اكسنت,2017,59000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,1400,5,نقدا فقط ,للبيع فقط ,1
كيا,مورننغ,2015,39000,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,120000,5,نقدا فقط ,للبيع أو التبديل ,2
فولكسفاجن,جيتا,1981,4500,أبيضعاجي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1300,1300,0,نقدا فقط ,للبيع فقط ,5
كيا,سيراتو,2017,80000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,40000,5,إمكانية التقسيط ,للبيع فقط ,1
بي,320,2005,60000,أحمر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,185,5,نقدا فقط ,للبيع أو التبديل ,7
بيجو,بارتنر,2018,75000,أبيضعاجي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,80000,7,إمكانية التقسيط ,للبيع أو التبديل ,1
هونداي,جيتس,2006,28000,أخضر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,123456,5,نقدا فقط ,للبيع فقط ,3
تويوتا,كروزر,2001,72000,فضي,ديزل,حكومي,فلسطينية,اوتوماتيك,الكتروني,3000,3000,7,نقدا فقط ,للبيع فقط ,1
هونداي,كونا,2018,105000,أزرق,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,1600,5,نقدا فقط ,للبيع فقط ,
ستروين,بيرلينجو,2008,35000,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,370000,5,نقدا فقط ,للبيع فقط ,2
هونداي,i20,2012,28000,فضي,بنزين,تأجير,فلسطينية,عادي,الكتروني,1400,,5,نقدا فقط ,للبيع فقط ,4
كيا,فورتي,2009,42000,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,5,نقدا فقط ,للبيع فقط ,
تويوتا,كورولا,1999,32000,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,222000,5,إمكانية التقسيط ,للبيع فقط ,5
فورد,فوكس,2014,55000,أبيضعاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,160000,5,نقدا فقط ,للبيع أو التبديل ,1
كيا,سول,2011,37000,بيج,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,120,5,نقدا فقط ,للبيع أو التبديل ,2
سكودا,اوكتافيا,2014,82000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,1400,8,,نقدا فقط ,
بي,535,2010,170000,أزرق,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3000,246000,5,نقدا فقط ,للبيع فقط ,8
هونداي,توسان,2012,75000,سكني,ديزل,خصوصي,فلسطينية,نصفاوتوماتيك,الكتروني,2000,2000,5,نقدا فقط ,للبيع فقط ,2
مرسيدس,416,2007,95000,أبيضعاجي,ديزل,تجاري,فلسطينية,عادي,الكتروني,2700,,7,إمكانية التقسيط ,للبيع فقط ,4
مرسيدس,E350,2013,190000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3500,3500,9,نقدا فقط ,للبيع فقط ,1
مرسيدس,518,2011,125000,أبيض,ديزل,تجاري,فلسطينية,عادي,الكتروني,2200,2200,7,نقدا فقط ,للبيع فقط ,2
كيا,ريو,2007,29000,كرميدي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,180000,5,نقدا فقط ,للبيع فقط ,3
فولكسفاجن,باسات,2007,50000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,2000,1,,إمكانية التقسيط ,
فيات,باندا,2010,29000,أسود,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,75000,5,نقدا فقط ,للبيع فقط ,2
سكودا,اوكتافيا,2004,35000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,,5,نقدا فقط ,للبيع فقط ,1
سكودا,سوبيرب,2012,73000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,106000,5,إمكانية التقسيط ,للبيع أو التبديل ,1
اودي,A6,2006,63000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2400,120,5,إمكانية التقسيط ,للبيع أو التبديل ,3
فولكسفاجن,باسات,2015,125000,بني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,95000,5,نقدا فقط ,للبيع فقط ,1
كيا,سيراتو,2007,40000,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,140,5,نقدا فقط ,للبيع أو التبديل ,
اوبل,زافيرا,2004,45000,فيراني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,2000,7,إمكانية التقسيط ,للبيع فقط ,3
كيا,سيراتو,2007,38000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1006,,5,نقدا فقط ,للبيع أو التبديل ,1
هونداي,اكسنت,2010,40000,أزرقسماوي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,115,5,نقدا فقط ,للبيع أو التبديل ,3
فولكسفاجن,كادي,2016,115000,فضي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,200000,7,إمكانية التقسيط ,للبيع فقط ,1
هونداي,توسان,2016,115000,أسودميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,80000,5,نقدا فقط ,للبيع أو التبديل ,1
ميتسوبيشي,لانسر,1993,18000,أزرق,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,,5,إمكانية التقسيط ,للبيع أو التبديل ,4
كيا,سبورتاج,2014,90000,أبيضعاجي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,150000,5,نقدا فقط ,للبيع فقط ,1
سوبارو,ليجاسي,1999,29000,زيتي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,200,5,نقدا فقط ,للبيع فقط ,5
كيا,مورننغ,2016,38000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,130000,4,نقدا فقط ,للبيع فقط ,2
فولكسفاجن,جولف,2013,92000,رمادي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,95000,5,إمكانية التقسيط ,للبيع فقط ,1
فيات,دوبلو,2016,75000,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,43000,7,نقدا فقط ,للبيع فقط ,1
فولفو,12,2012,160000,أبيضعاجي,ديزل,تجاري,فلسطينية,عادي,الكتروني,2600,2600,5,,نقدا فقط ,
فولكسفاجن,كادي,2016,95000,رمادي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,115,7,نقدا فقط ,للبيع فقط ,2
هونداي,اكسنت,2013,85000,أحمر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,1400,5,نقدا فقط ,للبيع فقط ,2
كيا,بيكانتو,2016,45000,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,65000,5,إمكانية التقسيط ,للبيع أو التبديل ,2
بيجو,206,2006,26000,أحمر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,1400,5,نقدا فقط ,للبيع فقط ,3
كيا,مورننغ,2015,33500,سكني,بنزين,تأجير,فلسطينية,اوتوماتيك,الكتروني,1000,1000,1,نقدا فقط ,للبيع فقط ,2
سيت,ابيزا,2016,52500,أزرق,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,100,5,نقدا فقط ,للبيع فقط ,1
فولكسفاجن,بولو,2016,58000,كرميدي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,6000,5,إمكانية التقسيط ,للبيع فقط ,2
سكودا,رابيد,2015,58000,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1400,1400,5,نقدا فقط ,للبيع أو التبديل ,1
فولكسفاجن,جولف,2010,65000,أحمر,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,160,6,نقدا فقط ,للبيع فقط ,4
هونداي,اكسنت,2002,22000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1500,1500,5,نقدا فقط ,للبيع فقط ,5
كيا,سبورتاج,2014,85000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,139000,5,نقدا فقط ,للبيع فقط ,1
سكودا,رابيد,2017,7500,أبيضعاجي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,1038,5,نقدا فقط ,للبيع فقط ,1
بيجو,307,2006,30000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,138000,5,إمكانية التقسيط ,للبيع فقط ,3
سكودا,اوكتافيا,2011,65000,أزرقسماوي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,2000,5,نقدا فقط ,للبيع فقط ,2
فولكسفاجن,جولف,2015,85000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,,5,نقدا فقط ,للبيع فقط ,2
فورد,كونيكت,2011,55000,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1800,1800,5,نقدا فقط ,للبيع فقط ,2
رينو,كليو,2000,14000,أسود,بنزين,تأجير,فلسطينية,عادي,الكتروني,1400,,5,إمكانية التقسيط ,للبيع فقط ,5
كيا,برايد,2015,48500,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,60000,5,نقدا فقط ,للبيع فقط ,2
هونداي,سانتافيه,2020,185000,بترولي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,7000,7,إمكانية التقسيط ,للبيع أو التبديل ,1
هونداي,توسان,2018,142000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,2000,4,,نقدا فقط ,
فولكسفاجن,بولو,2018,77000,أحمر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,80000,5,نقدا فقط ,للبيع أو التبديل ,1
فورد,فوكس,2016,59000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1500,8000,5,نقدا فقط ,للبيع فقط ,1
فورد,150,2008,99900,أزرق,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,4600,42000,6,نقدا فقط ,للبيع أو التبديل ,5
نيسان,كشكاي,2016,140000,بنفسجي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,34000,5,إمكانية التقسيط ,للبيع فقط ,2
جييب,كومباس,2015,80000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,5,إمكانية التقسيط ,للبيع أو التبديل ,
سيت,ابيزا,2013,56000,كحلي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1200,140000,5,إمكانية التقسيط ,للبيع أو التبديل ,6
فورد,ترانزيت,2011,65000,أبيض,ديزل,تجاري,فلسطينية,عادي,الكتروني,3200,3200,3,نقدا فقط ,للبيع فقط ,1
كيا,مورننغ,2018,44900,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,6000,5,إمكانية التقسيط ,للبيع أو التبديل ,1
هونداي,سانتافيه,2015,99000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,140000,7,نقدا فقط ,للبيع أو التبديل ,1
سيت,ليون,2017,92000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1200,56000,5,نقدا فقط ,للبيع فقط ,2
هونداي,فيرنا,2006,35000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,13000,5,نقدا فقط ,للبيع فقط ,2
كيا,سيراتو,2006,35000,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,170000,5,نقدا فقط ,للبيع فقط ,4
سيت,ليون,2018,71990,عدةالوان,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,1200,5,,نقدا فقط ,
جييب,شيروكي,2010,85000,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3700,,5,نقدا فقط ,للبيع فقط ,4
هونداي,توسان,2017,103000,رمادي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,57000,5,نقدا فقط ,للبيع فقط ,1
هونداي,اكسنت,2015,51999,رمادي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,81000,5,نقدا فقط ,للبيع فقط ,3
بيجو,208,2016,39500,أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,1000,5,إمكانية التقسيط ,للبيع فقط ,2
سكودا,اوكتافيا,2017,999999,أبيض,بنزين,حكومي,فلسطينية,نصفاوتوماتيك,الكتروني,1400,68000,5,إمكانية التقسيط ,للبيع أو التبديل ,1
بي,523,2012,145000,أسودميتالك,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2500,130000,5,نقدا فقط ,للبيع أو التبديل ,2
سكودا,اوكتافيا,2017,78000,أبيضعاجي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,110,5,نقدا فقط ,للبيع فقط ,1
فولكسفاجن,كادي,2015,69000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,240000,7,نقدا فقط ,للبيع فقط ,4
فيات,اونو,1988,9000,أحمر,بنزين,خصوصي,فلسطينية,عادي,يدوي,1400,,5,إمكانية التقسيط ,للبيع أو التبديل ,1
كيا,سيراتو,2006,37000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,230000,5,إمكانية التقسيط ,للبيع أو التبديل ,5
كيا,برايد,2007,39000,خمري,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,1400,8,نقدا فقط ,للبيع فقط ,1
بيجو,بارتنر,2008,45000,أبيضعاجي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,,5,إمكانية التقسيط ,للبيع أو التبديل ,1
بيجو,301,2014,52000,فيراني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,1600,5,نقدا فقط ,للبيع فقط ,1
فولكسفاجن,باسات,2004,32000,أسودميتالك,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,2000,5,إمكانية التقسيط ,للبيع فقط ,4
هونداي,ايونيك,2018,97000,فضي,هايبرد,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,32000,5,إمكانية التقسيط ,للبيع فقط ,1
فولكسفاجن,بولو,1997,18000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,1244,5,إمكانية التقسيط ,للبيع أو التبديل ,4
فولكسفاجن,بولو,2015,58000,أسود,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,1200,9,إمكانية التقسيط ,للبيع فقط ,2
كيا,K3,2018,82000,أبيض,ديزل,خصوصي,فلسطينية,نصفاوتوماتيك,الكتروني,1600,48000,5,نقدا فقط ,للبيع فقط ,
فيات,باندا,2009,28500,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1250,180000,5,نقدا فقط ,للبيع أو التبديل ,4
هونداي,i30,2012,55000,أحمر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,100,5,نقدا فقط ,للبيع فقط ,2
فولكسفاجن,باسات,2017,158000,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,2000,7,,نقدا فقط ,
كيا,بيكانتو,2012,31999,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1000,1000,10,,نقدا فقط ,
ستروين,C4,2014,68000,فيراني,ديزل,خصوصي,فلسطينية,نصفاوتوماتيك,الكتروني,1600,,5,نقدا فقط ,للبيع فقط ,1
سانغ,ركستون,2014,120000,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,20000,7,نقدا فقط ,للبيع فقط ,1
فولكسفاجن,جيتا,2008,45000,أبيضعاجي,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,1900,2,,إمكانية التقسيط ,
بيجو,308,2011,29990,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,1600,9,إمكانية التقسيط ,للبيع أو التبديل ,1
فولكسفاجن,جولف,2016,100000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,54000,5,نقدا فقط ,للبيع فقط ,1
اوبل,كورسا,2019,61000,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,55000,5,نقدا فقط ,للبيع فقط ,1
كيا,سورينتو,2018,157000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,100,7,إمكانية التقسيط ,للبيع أو التبديل ,1
فولكسفاجن,بولو,2017,63000,أبيضعاجي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,1200,2,,نقدا فقط ,
هونداي,i10,2016,50000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1250,38000,5,نقدا فقط ,للبيع فقط ,1
سكودا,سوبيرب,2016,150000,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,5,إمكانية التقسيط ,للبيع فقط ,1
فولكسفاجن,باسات,2006,50000,أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,2000,3,,نقدا فقط ,
اوبل,كورسا,2009,32000,سكني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,160000,5,إمكانية التقسيط ,للبيع فقط ,3
بيجو,بارتنر,2016,65000,زيتي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,80000,5,إمكانية التقسيط ,للبيع أو التبديل ,1
بيجو,بارتنر,2015,47000,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,1000,5,نقدا فقط ,للبيع فقط ,1
سكودا,فابيا,2011,50000,سكني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,240000,5,إمكانية التقسيط ,للبيع أو التبديل ,2
فولكسفاجن,جولف,1997,30000,زيتي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1800,200000,5,إمكانية التقسيط ,للبيع أو التبديل ,7
مرسيدس,280,1983,11500,كحلي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2800,,5,إمكانية التقسيط ,للبيع أو التبديل ,1
هونداي,سانتافيه,2017,110000,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,150000,7,نقدا فقط ,للبيع أو التبديل ,1
بيجو,206,2007,26000,سكني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,22000,5,نقدا فقط ,للبيع أو التبديل ,6
فولكسفاجن,كادي,2018,110000,فضي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,65000,7,إمكانية التقسيط ,للبيع أو التبديل ,1
اوبل,زافيرا,2002,32000,فضي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2200,2200,7,نقدا فقط ,للبيع فقط ,
اوبل,فيكترا,1999,22000,أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,1600,0,,إمكانية التقسيط ,
كيا,k3,2017,75000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,75000,5,إمكانية التقسيط ,للبيع أو التبديل ,2
سكودا,رومستر,2010,49000,سكني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,1600,5,إمكانية التقسيط ,للبيع أو التبديل ,1
اوبل,استرا,2008,32000,بترولي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1800,140000,5,إمكانية التقسيط ,للبيع أو التبديل ,4
داتشيا,رينو,2016,70000,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1500,72000,5,إمكانية التقسيط ,للبيع فقط ,1
اوبل,زافيرا,2003,25000,كحلي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,180000,7,نقدا فقط ,للبيع فقط ,1
هوندا,سيفيك,2007,30000,ذهبي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,14000,5,إمكانية التقسيط ,للبيع أو التبديل ,3
هونداي,توسان,2013,79500,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,2000,5,إمكانية التقسيط ,للبيع فقط ,1
